"a" "b" "c" "d" "e"
"1" 0.206170906750037 5.59596724080283 7.57184881402177 7.76985634209596 18.7419117086211
"2" 2.36969836929349 2.96089560556323 2.55636767080105 9.77156325568583 15.4513110870059
"3" 5.17569066241765 10.7417948471445 5.97147636698963 8.21075725566806 20.669874309943
"4" -0.260751348492571 5.43742002280911 6.34170985242434 8.69182218989685 19.5726239869872
"5" 1.83949648689802 3.06689134059775 9.71541779541328 12.3574325630756 19.9369151968633
"6" 2.26484056876219 5.76767636324474 7.52297974174887 11.9030330214596 18.6078329109239
"7" 3.41590945854347 4.75620785736336 6.59350830656612 10.2158206945734 21.936842005962
"8" 1.52060395165632 4.29890485559954 3.09560712909901 13.1715747795225 24.7926972438235
"9" 5.96894787330585 6.19892724226133 10.2959999845073 11.6522014047732 22.9522414364235
"10" 1.72242597576067 5.46254815513137 8.00413404395933 8.1891464079526 19.0656216658646
"11" 2.83530150158511 7.05249239362902 8.12186718739776 9.23720802542419 18.8211092921298
"12" 3.96350555492732 3.95110229992059 5.78992343298622 7.5660381474865 18.0249558560978
"13" 1.21460928899237 8.59241248429301 8.40136848648201 11.03773650487 20.3214144876124
"14" -0.0793379538978267 2.13160718849651 5.5388446306033 11.0833381584229 16.6087585007363
"15" 5.56445792061715 5.27737234092507 7.74694519729529 10.2601946282097 19.6913128135343
"16" -2.62213816921033 5.90292745409108 5.37434774444609 9.50115794591545 18.8715117483313
"17" 3.75720916184253 7.42954824920068 10.2153299104164 11.9197525370464 16.2270499939176
"18" 2.07161343603045 2.35103775054158 5.98452491121534 7.45680829416148 19.2963257038905
"19" 4.02565738425417 2.72074444800192 11.1515996778868 8.87150365953699 20.6084975609063
"20" 2.86453030907923 8.35129714076815 8.58198604039617 10.5663066051643 17.3574121040752
"21" 6.18163841049829 5.79629241679842 9.4790598156509 8.91911711708211 17.085535179427
"22" -0.399851639287742 6.43103827008396 5.48885102462319 11.523064493972 22.2949949256169
"23" 5.17927640058014 3.41360972894877 10.8239022620718 10.237093550405 22.4250703009434
"24" 5.90930328444651 8.84770329432769 9.46697409411124 10.1811895143308 20.3171756720872
"25" 2.00987555365629 5.14087997262811 10.5634429026708 12.6120927692884 16.4751558096223
"26" -2.90341277569225 5.9385600726265 9.79760096078533 10.7040397887414 20.5203495628841
"27" 2.95447460522723 4.82029581185861 9.06222471810262 8.40621945000734 20.3241564788072
"28" 0.806883662737193 6.788303263087 9.56916555312216 6.33581395257758 16.9630575383032
"29" 3.5844065405993 4.25258024401716 5.62957280502254 12.2050536785385 19.6251606621983
"30" 2.5792734203547 9.5165038064224 8.69199343789669 7.08858045728602 24.3666683592114
"31" 3.47787720752425 8.14620356043001 5.65424757002493 9.59330942314129 20.686748688855
"32" 2.6379208021953 1.09135653767172 7.32590116295523 11.5601390435784 23.8673658091191
"33" 4.15232870762401 3.76135513240002 5.95161885888211 8.00811306690378 18.8783187628978
"34" 1.43168455902351 4.94010454276291 10.6496014146507 12.5472506347809 21.039217061179
"35" 0.446649452040485 1.55668315618655 8.07494317382014 10.4289226128547 21.9618570937992
"36" 0.808679002616447 2.89308640123994 7.84531451480989 8.58321342210714 19.22107447228
"37" -1.45195955829207 3.85867503319815 7.11895563887678 14.1256668052302 22.2925176497738
"38" 0.194831040472624 5.96542878935865 8.4285055505015 8.37158697243538 18.3714202330323
"39" 0.881876170199068 5.19184778482131 7.9763781234022 9.94710809832283 20.8374586329814
"40" 1.50697486533297 3.82432041810278 7.09381667101932 11.7183890859457 20.8757701675865
"41" 1.23282754313711 4.83643992814781 3.79629529751256 9.07553395350845 23.9783795652438
"42" -1.91820635033426 10.7768365090663 7.43476139734696 6.07619408737544 21.9668538770102
"43" 0.316589879728784 7.3456507056053 4.85805139934441 6.96202052134638 22.0207061265011
"44" 5.80709493469529 6.09928644099428 8.59271721900958 8.27923863060026 16.1332028662199
"45" 3.24498786024147 6.55820902000923 8.49472254829615 9.03586834171806 20.9758790143515
"46" 5.98184087116063 3.86973749839009 7.72604321881472 11.5454038062521 19.0749836304777
"47" 1.38903255031709 5.20590857159192 6.57131847346347 7.62154553807959 19.6774533116039
"48" 1.81831152959848 5.56304302636852 10.1308278657231 10.7442476809191 20.0288700899911
"49" 1.63167709689748 4.05113765255357 3.95936145827691 8.11195839059135 15.3327529552206
"50" -0.397535530614825 4.0839915860062 9.01204045844986 8.78971861131883 19.3578018415506
"51" 0.323425704795912 6.00308634517329 6.77559108778453 12.6274622159191 17.7507936239814
"52" 6.13260271146248 4.18974124799166 8.05252731545285 13.4699547254293 19.507409001496
"53" 0.875505893315011 4.64522881955279 7.49379374583041 10.856875382908 21.6046581641553
"54" 4.55143102370184 4.36091086197174 6.04243987795685 7.90232832661564 18.5276654760007
"55" -0.0951452539899624 6.6869007846082 11.1633578583238 13.0005821408564 21.192814563525
"56" -1.93175648289465 5.96731329849789 7.46191632190358 10.2471511458562 19.1654533467774
"57" 1.35405781248006 4.39265970462376 6.98896401278446 9.27977770667613 24.3011315960906
"58" 3.87172505361727 4.42980780721949 12.1545243044937 7.79473934369194 19.0731109303029
"59" 4.27845960546817 6.96087335492193 9.33985110881751 7.82797557453733 17.2952759512092
"60" 5.34323753465199 4.65736106208037 8.40816904601682 8.03941158382432 21.3838806449804
"61" -1.57648441352971 7.68602628311418 7.92569371197817 8.22977866318805 21.7672557581664
"62" 6.0624850375105 4.8032831298036 8.23201397370831 13.9440192999793 19.2168544547331
"63" 0.593711334012229 4.35600904041227 7.48797645650712 13.4435031713837 21.7038030618058
"64" 2.31632952512024 1.17053099776375 6.65080752041311 8.07822622010879 23.0327721579817
"65" 3.01246959496144 3.70591721369508 9.88405415813713 12.3140775632422 18.0574437333273
"66" 0.360009788767604 2.20112630626299 8.98607284502377 8.8111011748122 23.2506468101593
"67" -1.99769398992825 8.86234853862761 8.88763410699467 11.3514979761116 19.0449346460771
"68" 1.04141481709672 5.92314458529608 7.86009318317965 8.79440948652259 17.8063856866781
"69" 2.16835980864449 6.0548774931098 10.6038283909462 6.66809576931347 19.9952042213119
"70" 0.209026778673382 4.92661745414581 5.2813465759822 12.4993632670516 16.9179829344976
"71" 0.157448668984526 -0.440336055313449 11.1087433339257 6.93772394376267 18.5512610149276
"72" 2.66089900693063 4.90574896825851 10.8970047785776 10.7131802838874 21.9305826314008
"73" 1.71667838212784 5.00947294319019 9.85654221596963 8.68244405844156 19.8277896510327
"74" 2.8696955230054 2.54939251345797 5.38549194406628 14.6273917012035 20.7960109654123
"75" 1.89255474796563 5.50185043085718 8.55320140643942 9.97005973127017 19.1380611642932
"76" 0.185779248813022 8.21039987374484 6.40164986298842 8.45036898239147 19.9406609362995
"77" 4.60702446484453 4.9289602452311 7.2461658792484 8.56367738580296 20.7157401349235
"78" 3.54357955107972 7.05883618088815 6.78877016322212 10.1774445954313 19.256269575515
"79" 4.10505119061529 4.1999141628957 3.14565902105709 9.05886315126565 18.5773179257931
"80" -0.820076681327417 5.13448643065199 6.9739329227865 6.53936985463506 21.0967150432458
"81" 3.9919691795555 9.07161571056226 5.85622530702199 6.77766013747347 21.1998676658959
"82" -1.39152980675805 6.29903761196256 8.27473219103597 10.4821667945463 23.3911289444065
"83" 0.933255714905607 7.55870306026741 6.2100054425684 10.3065099078153 21.5416230448614
"84" -0.744538902286161 3.74360132559822 7.84286835655766 8.81364337688465 20.1331625482027
"85" -2.41583955760928 7.7006640467158 11.1916725678912 8.81115413004104 17.2068059182586
"86" 5.64424503750711 8.3451799526308 5.59194722657837 10.8352036797207 21.0616082812055
"87" 0.693213178362442 7.34545911489025 4.67545767126632 9.05698362332917 18.679571677269
"88" 1.43063756128986 5.01235787318294 8.13869429099081 9.41612758707922 21.1693576550148
"89" 1.22610079271014 7.61102443965547 6.10362448824755 9.1787729511233 24.1972983863114
"90" 2.77338994929215 4.81402633549157 6.09761719154041 9.51145952135469 18.227132589704
"91" 5.20078170307905 2.74250036727434 9.73611971657441 10.2896745404915 19.98554131127
"92" 5.36230991153363 6.17469277053535 8.31709343920912 8.32818896920334 20.1982914032962
"93" -0.367212776454516 5.17832776304618 10.5921545683344 11.9828108559775 17.8571467110902
"94" -0.716914507126398 4.53407114949173 5.83116569040461 9.0967401530075 18.4676713160299
"95" -1.02534158944201 7.97555175859538 8.78554979487555 10.2876262027795 20.783379464258
"96" -0.506209798738396 4.2918134779992 7.94793017996555 10.0921291124204 19.0060823982132
"97" 5.91871415429121 5.83729684993468 5.48791773247005 8.47679043018821 20.6599224799962
"98" 2.01529174426553 0.805128920164472 6.12862743975315 9.12271785685993 21.6340788502856
"99" 0.314769604820734 2.2590396382199 7.60662834041155 11.4701311649093 20.6051022700698
"100" 0.797679789695302 3.63107428675307 8.28453734947833 11.2676334757662 19.6967600461595
"101" 4.14891881282569 4.36376031498689 7.08042115092955 12.4774886542355 20.4594660468493
"102" 2.52119567018432 4.36901949079977 9.23585220498995 10.4637924125846 22.1849573146973
"103" 1.37145603965616 6.76864464703581 6.55915528999599 9.37112423820248 20.0057606838449
"104" 0.500739809033845 1.22915738864623 6.83297611393234 12.9994074084184 19.7348552488815
"105" 0.275603340628387 6.46435865645625 8.43264900777662 10.1391487385964 19.8642176241424
"106" 6.09608060609696 6.58108932791237 10.4899824807859 12.6680674400001 20.6117690821442
"107" 3.87984015522675 5.38970632780328 6.46419603139228 10.3644699440608 21.2303866571939
"108" 6.0173742318307 6.8423559854611 10.4261262580513 9.80784742374529 20.1024129606044
"109" 1.15725285518929 7.48291241504683 5.71133348690102 8.29893512189244 18.1097853378499
"110" 1.29833115370428 3.63765839577592 10.9403540993444 10.5389442232875 18.8534143952364
"111" -0.0547611961735135 6.03066092739715 4.99515098503846 5.48200199647321 24.3496922346058
"112" 1.49896174655942 4.06357782987781 8.28355908158316 12.3576409773196 20.4041266453439
"113" 2.94371893223389 3.99588535593054 4.887203745051 11.8041818468151 22.5109788276303
"114" 4.71787964199623 1.05201625071552 12.3528390367359 11.2534493245292 22.1321595534564
"115" 3.12833720536728 3.86110821111803 8.59036960397882 10.5019019386843 22.0633187002659
"116" 2.91196018096244 5.95066110575251 8.88905503959332 11.105297814924 26.0176335748483
"117" 4.46190732604183 7.43443537755542 11.636398111798 11.9015085071646 19.4614612474758
"118" 4.29427369545424 5.23537913578546 9.27142275228398 8.57102849301039 22.0837950045336
"119" 2.21319608185483 5.17673342882662 7.97548122578155 13.783411105299 21.1798159989298
"120" 0.433366685982755 4.59876583896823 9.6219439071834 12.7906346333425 18.5655805566462
"121" 4.48239965415475 4.00283288665007 8.30013846142596 10.226779469298 21.290154339558
"122" 2.27771683820703 7.17933507875468 9.63426052030565 10.7499399283475 21.9627321927927
"123" 5.42126317647315 6.84326155752373 8.81670782588936 12.9290129096121 20.1185343143127
"124" 1.13871805055401 5.72910711555715 8.28522301427131 7.51553388472484 20.0354133265944
